,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses
3838,Новгород-Сіверський-Суми,Новгород-Сіверський,Суми,3647332501454141838,Укртрансбезпека,665/666,щоденно,один,"М3, ІІІ",Починаючи з 1987 року,23.06.2011-22.06.2016,"ВАТ "" АТП-17443"", адреса: вул.Чкалова, 9, м.Новгород-Сіверський, Чернігівська область, АГ 592681",1+1
3839,Кам'янець-Подільський-Новодністровськ,Кам'янець-Подільський,Новодністровськ,0,Укртрансбезпека,671/672,щоденно,один,"М2, М3, В, ІІІ",,,,1+1
3840,Шостка-Новоград-Сіверський,Шостка,Новоград-Сіверський,4183820244219761195,Укртрансбезпека,673/674,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2005 року,31.12.2015-30.12.2016,"ФОП Луценко Г.М., адреса: вул. Некрасова, 20-А, кв.124, м.Шостка, Сумська область, АД 038713",1+1
3841,Кам'янець-Подільський-Новодністровськ,Кам'янець-Подільський,Новодністровськ,4790176810231977184,Укртрансбезпека,673/674,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,06.06.20105-06.05.2020,"ФОП Ганзюк В.І., адреса: село Рихта, с.Рихта, Кам'янець-подільський район, Хмельницька область, АГ 590916",1+1
3842,Івано-Франківськ-Чернівці,Івано-Франківськ,Чернівці,0,Укртрансбезпека,677/678,щоденно,один,"М3, ІІІ",,,,1+1
3843,Корсунь-Шевченківський-Київ,Корсунь-Шевченківський,Київ,3546738561686458406,Укртрансбезпека,679/680,Прямий та зворотній рейси виконуються Пон.Чт.Пт.Суб.Нед.,один,"М3, ІІІ",Починаючи з 2010 року,05.07.2013-04.07.2018,"ПП ""Мережа-Авто"", адреса: вул.Миколаївська, 129-А, м.Богуслав, Київська область, АЕ 268353",1+1
3844,Новоград-Волинський-Полонне,Новоград-Волинський,Полонне,0,Укртрансбезпека,681/682,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
3845,Новоград-Волинський-Полонне,Новоград-Волинський,Полонне,0,Укртрансбезпека,683/684,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
3846,Шостка-Новоград-Сіверський,Шостка,Новоград-Сіверський,4183820244219761195,Укртрансбезпека,683/684,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2005 року,31.12.2015-30.12.2016,"ФОП Луценко Г.М., адреса: вул. Некрасова, 20-А, кв.124, м.Шостка, Сумська область, АД 038713",1+1
3847,Бориспіль-Київ-Львів,Бориспіль,Львів,5065717590498578659,Укртрансбезпека,685/686,в період з 01.05 по 20.01 виконується щоденно,один,"М3, ІІІ",Починаючи з 1990 року,06.03.2012-05.03.2017,"МКП ""Транс-Екіпаж"", адреса: вул.Миру, 244-А, с.Заколоть, Дрогобицький район, Львівська область, АЕ 421788",2+1
3848,Шостка-Новоград-Сіверський,Шостка,Новоград-Сіверський,4183820244219761195,Укртрансбезпека,687/688,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2005 року,31.12.2015-30.12.2016,"ФОП Луценко Г.М., адреса: вул. Некрасова, 20-А, кв.124, м.Шостка, Сумська область, АД 038713",1+1
3849,Новоград-Волинський-Київ,Новоград-Волинський,Київ,0,Укртрансбезпека,693/694,щоденно,один,"М3, ІІІ",,,,1+1
3850,Івано-Франківськ-Львів,Івано-Франківськ,Львів,3788579687228509148,Укртрансбезпека,709/710,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,06.08.2014-05.08.2019,"ПрАТ ""Рогатинавто"", адреса: вул.Галицька, буд.108, м.Рогатин, Івано-Франківська область, 77000",1+1
3851,Івано-Франківськ-Львів,Івано-Франківськ,Львів,3210629315538505396,Укртрансбезпека,711/712,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2008 року,20.10.2011-19.10.2016,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
3852,Луцьк-Кам'янець-Подільський,Луцьк,Кам'янець-Подільський,9161214967967230640,Укртрансбезпека,713/714,щоденно,один,"М3, ІІІ",Починаючи з 2009 року,26.03.2015-25.03.2020,"ТОВ ""ЛМВ - 33"", адреса: вул.Веліканова, 27, кв.11, м.Кам'янець-Подільський, Хмельницька область, АА 784959",2+1
3853,Бориспіль-Київ-Івано-Франківськ,Бориспіль,Івано-Франківськ,3231971112171273108,Укртрансбезпека,719/720,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,19.06.2014-18.06.2019,"ФОП Іванків В.М., адреса: Черемшини, буд. 9, с.Жураки, Богородчанський район, Івано-Франківська область, АЕ 422940",2+1
3854,Калуш-Львів-Івано-Франківськ,Калуш,Івано-Франківськ,5220092006246789088,Укртрансбезпека,727/728,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1992 року,20.10.2013-19.10.2018,"ПАТ ""Калуське АТП"", адреса: вул.Глібова, 52, м.Калуш, Івано-Франківська область, 77303, АГ 593999",1+1
3855,Львів-Івано-Франківськ,Львів,Івано-Франківськ,3210629315538505396,Укртрансбезпека,729/730,щоденно,один,"М3, ІІІ",Починаючи з 2013 року,26.04.2014-25.04.2019,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
3856,Любар-Бердичів-Київ,Любар,Київ,7087968075108586914,Укртрансбезпека,737/738,щоденно,один,"М3, ІІІ",Починаючи з 2001 року,28.04.2014-27.04.2019,"ТОВ ""Бердичівське АТП 11837"", адреса: вул.Чапаєва, 4, м.Бердичів, Житомирська область, 13312, АГ 592009",1+1
3857,Борщів-Кам'янець-Подільський,Борщів,Кам'янець-Подільський,642944677930070855,Укртрансбезпека,739/740,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,21.08.2014-20.08.2019,"ТОВ ""Борщівське АТП 16138"", адреса: вул.Я.Кондри, 6, м.Борщів, Тернопільська область, АГ 585683",1+1
3858,Жовтневе-Луцьк-Горохів,Жовтневе,Горохів,8491950764423671384,Укртрансбезпека,741/742,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,26.03.2005-25.03.2020,"ФОП Веснянка В.М., адреса: вул.Центральна,44, с.Боратин, Луцький район, Волинська область, АЕ 420786",1+1
3859,Одеса-Київ-Бориспіль,Одеса,Бориспіль,8305113938331235451,Укртрансбезпека,747/748,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,29.09.2013-28.09.2018,"ПІК ""ААЗ Трейдінг Ко"", адреса: вул.Чистяківська, 30, м.Київ, АЕ 572514",1+1
3860,Могилів-Подільський-Івано-Франківськ,Могилів-Подільський,Івано-Франківськ,1008905102856535491,Укртрансбезпека,751/752,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,07.10.2015-06.10.2020,"ПП ""Нов-Транс-Авто"", адреса: вул. Котовського, буд. 106-А, м.Новоселиця, Чернівецька область, АЕ 421060",2+1
3861,Севастополь-Кам'янка-Дніпровська,Севастополь,Кам'янка-Дніпровська,8972522813841796969,Укртрансбезпека,755/756,в період з 15.05 по 15.09 виконується щоденно,один,"М3, ІІІ",Починаючи з 1992 року,11.10.2013-10.10.2018,"ПрАТ ""Бахчисарайське АТП 14340"", адреса: вул. Фрунзе, буд.34, м.Бахчисарай, АР Крим, АВ 610775 ",2+1
3862,Вінниця-Київ-Бориспіль АП,Вінниця,Бориспіль АП,0,Укртрансбезпека,759/760,щоденно,один,"М3, ІІІ",,,,1+1
3863,Сімферополь-Євпаторія-Київ,Сімферополь,Київ,0,Укртрансбезпека,761/762,в період з 01.06 по 01.09 виконується щоденно,один,"М3, ІІІ",,,,2+1
