id,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,route_operator,number_of_buses
2842,Київ,Житомир,5316642106045181074,Укртрансбезпека,677/678,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1998 року,18.03.2014-17.03.2019,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1
2843,Івано,Франківськ,0,Укртрансбезпека,677/678,щоденно,один,"М3, ІІІ",,,,1+1
2844,Луцьк,Млинів,6406432469039168481,Укртрансбезпека,677/678,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2007 року,22.11.2012-21.11.2017,"ПрАТ ""Луцьке АТП 10701"", адреса: вул. Зв'язківців, 1, м.Луцьк, АВ 610997",1+1
2845,Конотоп,Батурин,5641339347158831121,Укртрансбезпека,677/678,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2006 року,21.11.2013-20.11.2018,"ПП ""Корунд-С"", адреса: вул.Успенсько-Троїцька, 96, м.Конотоп, Сумська область, АВ 550195",1+1
2846,Черкаси,Новомиргород,3192466211565507591,Укртрансбезпека,677/678,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2012 року,21.04.2013-20.04.2018,"ТОВ ""Сервіс-Авто-2005"", адреса: вул.Героїв Дніпра, 65, кв.61, м.Черкаси, АЕ 187027",1+1
2847,Кременчук,Київ,5368413504699501884,Укртрансбезпека,677/678,щоденно,один,"М3, ІІІ",Починаючи з 2005 року,05.08.2014-04.08.2019,"ПАТ ""Світловодське АТП-13507"", адреса: вул.Комсомольська, 38, м.Світловодськ, Кіровоградська область, АЕ 421019",1+1
2848,Кирилівка,Дніпропетровськ,7759711403456956833,Укртрансбезпека,677/678,"З 25.05 по 08.09 Дніпропетровськ-Кирилівка, з 09.09 по 24.05 Дніпропетровськ-Мелітополь",один,"М3, ІІІ",Починаючи з 1992 року,29.01.2015-28.01.2020,"ТОВ ""Автогосподарство ""Козацька Лава"", адреса: вул.40-років Радянської України, 86-А, кв.47, м.Запоріжжя, АГ 591187",1+1
2849,Корсунь,Шевченківський,7502894298470053294,Укртрансбезпека,679/680,Прямий та зворотній рейси виконуються Пон.Чт.Пт.Суб.Нед.,один,"М3, ІІІ",Починаючи з 2010 року,05.07.2013-04.07.2018,"ПП ""Мережа-Авто"", адреса: вул.Миколаївська, 129-А, м.Богуслав, Київська область, АЕ 268353",1+1
2850,Полтава,Прилуки,3445460003658098981,Укртрансбезпека,679/680,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,14.05.2014-13.05.2019,"ФОП Вільчинський З.Д., адреса: вул.Г.Сталінграду, 28, кв.60, м.Полтава, АВ 616104",1+1
2851,Луцьк,Берестечко,1269679716882399384,Укртрансбезпека,679/680,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,01.02.2012-31.01.2017,"ФОП Шворак С.Г., адреса: вул.Космонавтів, 4/1, м.Луцьк, АД 062701",1+1
2852,Житомир,Київ,3052950459888539465,Укртрансбезпека,679/680,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2008 року,24.06.2014-23.06.2019,"БПП ""Фаворит-Люкс"", адреса: вул.Гоголівська, буд.4, м.Житомир, АГ 584510",1+1
2853,Монастирище,Київ,4215715138530607452,Укртрансбезпека,679/680,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,01.02.2012-31.01.2017,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
2854,Луцьк,Львів,9017023566342752006,Укртрансбезпека,679/680,щоденно,один,"М3, ІІІ",Починаючи з 2005 року,21.04.2011-20.04.2016,"Підприємство у формі ТОВ ВТП ""Санрайз"" ЛТД, адреса: пров. Дорожний, 4, м.Луцьк, 43023, АЕ 266844",1+1
2855,Черкаси,Біла Церква,391586331203468117,Укртрансбезпека,679/680,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,20.10.2011-19.11.2016,"ВАТ ""Пересувна механізована колона №92"", адреса: вул. Лозова, 8, с.Червона Слобода, Черкаський район, Черкаська область, АД 062996",1+1
2856,Кіровоград,Кривий Ріг,3677742613573340941,Укртрансбезпека,679/680,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1984 року,19.05.2011-18.05.2016,"ФОП Мнека М.М., адреса: пр-т Перемоги, 2, кв.14, м.Кіровоград, АД 062363",1+1
2857,Первомайськ,Одеса,0,Мінінфраструктури,681/682,щоденно,один,"М3, ІІІ",Починаючи з 1993 року,,,1+1
2858,Новоград,Волинський,0,Укртрансбезпека,681/682,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
2859,Рівне,Нововолинськ,1471412672505264947,Укртрансбезпека,681/682,щоденно,один,"М3, ІІІ",Починаючи з 2005 року,31.12.2011-30.12.2016,"ФОП Сергеєва Н.І., адреса: вул. Клима Савура, 1, кв.30, м.Рівне, АВ 532962",1+1
2860,Київ,Житомир,5652729031598133104,Укртрансбезпека,681/682,Прямий та зворотній рейси виконуються Пон.Вівт.Сер.Чт.,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,24.06.2014-23.06.2019,"ТОВ ""Мазар"", адреса: вул. Східна, 88/2, м.Житомир, 10029, АВ 524068",1+1
2861,Чемерівці,Чернівці,647320623489740720,Укртрансбезпека,681/682,щоденно,один,"М3, ІІІ",Починаючи з 1991 року,21.11.2015-20.11.2020,"ТДВ ""Чемеровецьке АТП 16847"", адреса: Гусятинське шосе, 4, смт.Чемерівці, Чемеровецький район, Хмельницька область, 31600, АГ 592524",1+1
2862,Київ,Черкаси,6904860923472670754,Укртрансбезпека,683/684,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,30.10.2015-29.10.2020,"ПП ""Посполіта Сервіс"", адреса: вул. Колонтаївська, 67, м.Одеса, АЕ 593995",1+1
2863,Новоград,Волинський,0,Укртрансбезпека,683/684,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
2864,Кузнецовськ,Львів,9165710339039165425,Укртрансбезпека,683/684,щоденно,один,"М3, ІІІ",Починаючи з 1989 року,20.10.2011-19.10.2016,"ФОП Дяков Г.Г., адреса: м-н Вараш, буд. 6. кв. 51, м.Кузнецовськ, Рівненська область, АЕ 189597",1+1
2865,Шостка,Новоград,6508587852003741091,Укртрансбезпека,683/684,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2005 року,31.12.2015-30.12.2016,"ФОП Луценко Г.М., адреса: вул. Некрасова, 20-А, кв.124, м.Шостка, Сумська область, АД 038713",1+1
2866,Луцьк,Берестечко,1269679716882399384,Укртрансбезпека,685/686,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,25.03.2014-24.03.2019,"ФОП Шворак С.Г., адреса: вул.Космонавтів, 4/1, м.Луцьк, АД 062701",1+1
2867,Кути,Чернівці,306222386483381118,Укртрансбезпека,685/686,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1999 року,20.02.2012-18.10.2016,"ФОП Позарук Т.Ф., адреса: вул.Гагаріна, 26, смт.Кути, Косівський район, Івано-Франківська об, АЕ 584522",1+1
2868,Бориспіль,Київ,1419852165949039881,Укртрансбезпека,685/686,в період з 01.05 по 20.01 виконується щоденно,один,"М3, ІІІ",Починаючи з 1990 року,06.03.2012-05.03.2017,"МКП ""Транс-Екіпаж"", адреса: вул.Миру, 244-А, с.Заколоть, Дрогобицький район, Львівська область, АЕ 421788",2+1
2869,Умань,Помічна,1011513187639107897,Укртрансбезпека,685/686,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2001 року,23.06.2011-22.06.2016,"ФОП Бизов М.Л. , адреса: вул.Ломоносова, 1, м.Новоукраїнка, Кіровоградська область, АВ 560700",1+1
2870,Кременець,Броди,8664890287888832437,Укртрансбезпека,685/686,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,11.04.2015-10.04.2020,"ФОП Оболончик А.Г., адреса: ,вул.Словацького, буд.8, кв.2, м.Кременець, Тернопільська область,АГ584814",1+1
2871,Первомайськ,Одеса,7962270023201845959,Мінінфраструктури,685/686,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,16.07.2016-15.07.2021,"ТОВ ""Альянс-Сервіс"", адреса: вул. Айвазовського, буд. 18, корпус А, м.Миколаїв, АГ 584968",1+1
2872,Макарів,Євпаторія,696158892460030884,Укртрансбезпека,685/686,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,27.09.2013-26.09.2018,"ФОП Бакал С.В., адреса: вул. Остапа Вишні, буд.8, м.Жашків, Черкаська область,АГ504740",2+1
2873,Первомайськ,Новосілки,7400590442762268463,Укртрансбезпека,687/688,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1992 року,17.01.2013-16.01.2018,"ПП ""Євротранс Юг"", адреса: вул. Новогрушівська, 9, с.Грушівка, Первомайський район, Миколаївська область, АВ 508607",1+1
2874,Луцьк,Млинів,6406432469039168481,Укртрансбезпека,687/688,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2007 року,22.11.2012-21.11.2017,"ПрАТ ""Луцьке АТП 10701"", адреса: вул. Зв'язківців, 1, м.Луцьк, АВ 610997",1+1
2875,Кременець,Броди,8664890287888832437,Укртрансбезпека,687/688,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,08.07.2015-07.07.2020,"ФОП Оболончик А.Г., адреса: ,вул.Словацького, буд.8, кв.2, м.Кременець, Тернопільська область,АГ584814",1+1
